Category_1,Category_2,Full_Category_1,Full_Category_2,Both_Count,Cooccurrence_Prevalence_Percent,Mean_Like_Rate_When_Both,Importance_Score,Category_1_Count,Category_2_Count,Union_Count,Jaccard_Unweighted,Jaccard_Weighted,Jaccard_Difference,Mean_Like_Rate_Only_Cat1,Mean_Like_Rate_Only_Cat2
government critique,deserving/undeserving,Critique_government critique,Perception_deserving/undeserving,199,5.535465924895688,0.019902083274501107,0.11016730380043728,1180,649,1630,0.12208588957055215,0.13706602660079387,0.014980137030241716,0.017721796255704685,0.016776313791221995
government critique,racist,Critique_government critique,Racist_Flag,2,0.055632823365785816,0.0,0.0,1180,6,1184,0.0016891891891891893,9.369608724882792e-10,-0.001689188252228317,0.018120200932488978,0.0
societal critique,ask a genuine question,Critique_societal critique,Comment_ask a genuine question,93,2.58692628650904,0.012837856038934411,0.03321058724953825,1721,222,1850,0.05027027027027027,0.03750333183722972,-0.012766938433040553,0.017770975495433123,0.013255752276305668
societal critique,ask a rhetorical question,Critique_societal critique,Comment_ask a rhetorical question,246,6.8428372739916545,0.01647856224976758,0.11276011998450138,1721,413,1888,0.13029661016949154,0.12351964509218862,-0.006776965077302924,0.01767548637609708,0.016128184087858266
societal critique,provide a fact or claim,Critique_societal critique,Comment_provide a fact or claim,1074,29.87482614742698,0.017647072122225955,0.5272032116626056,1721,2345,2992,0.3589572192513369,0.39793441966413245,0.038977200412795565,0.017267562996777962,0.013771256806286145
societal critique,provide an observation,Critique_societal critique,Comment_provide an observation,799,22.225312934631432,0.017861486372431522,0.3969771241049454,1721,1475,2397,0.3333333333333333,0.3394656924829223,0.006132359149588984,0.017194946970296346,0.017626464875909367
societal critique,express their opinion,Critique_societal critique,Comment_express their opinion,1650,45.8970792767733,0.01754389874448564,0.8052137114993408,1721,2937,3008,0.5485372340425532,0.5408467752557491,-0.0076904587868040775,0.016586419574432604,0.018179767163596337
societal critique,express others opinions,Critique_societal critique,Comment_express others opinions,267,7.426981919332406,0.016714491288423092,0.12413822458995732,1721,433,1887,0.14149443561208266,0.1367613623221477,-0.004733073289934969,0.017649449480176792,0.01510078381971889
societal critique,money aid allocation,Critique_societal critique,Critique_money aid allocation,197,5.479833101529903,0.021143245543674083,0.11586145680399985,1721,608,2132,0.0924015009380863,0.11411285346984575,0.021711352531759445,0.01703402188063138,0.015512908717261456
societal critique,government critique,Critique_societal critique,Critique_government critique,565,15.716272600834492,0.018063828543292863,0.28389605360112563,1721,1180,2336,0.2418664383561644,0.24733215475166367,0.0054657163954992816,0.01723097369483179,0.018113062717904953
societal critique,solutions/interventions,Critique_societal critique,Response_solutions/interventions,207,5.757997218358832,0.013409741247659064,0.07721325280293259,1721,792,2306,0.08976582827406765,0.07391700671259432,-0.015848821561473325,0.01806423532359352,0.01269758323797923
societal critique,personal interaction,Critique_societal critique,Perception_personal interaction,284,7.899860917941585,0.018687910806448164,0.14763189621783807,1721,712,2149,0.1321544904606794,0.13982619580425504,0.007671705343575641,0.017270495510894046,0.01829863065888774
societal critique,media portrayal,Critique_societal critique,Perception_media portrayal,162,4.50625869262865,0.01918770567616526,0.0864647654948198,1721,348,1907,0.08495018353434715,0.091396450953694,0.006446267419346854,0.017329480691884058,0.020887603786363333
societal critique,not in my backyard,Critique_societal critique,Perception_not in my backyard,215,5.980528511821975,0.016381799203863266,0.09797181721364678,1721,263,1769,0.1215375918598078,0.11428333828647544,-0.007254253573332356,0.017664662609133745,0.014454851702261037
societal critique,harmful generalization,Critique_societal critique,Perception_harmful generalization,1032,28.70653685674548,0.018099132456884975,0.5195634129486869,1721,1414,2103,0.49072753209700426,0.4945838827499345,0.0038563506529302183,0.016613590744093944,0.020001642374076953
societal critique,deserving/undeserving,Critique_societal critique,Perception_deserving/undeserving,455,12.656467315716272,0.018397450915006386,0.23284673619827273,1721,649,1915,0.23759791122715404,0.2516479880925755,0.014050076865421451,0.0171834348750854,0.016180492841998517
societal critique,racist,Critique_societal critique,Racist_Flag,4,0.11126564673157163,0.0,0.0,1721,6,1723,0.0023215322112594312,1.3277970416017552e-09,-0.0023215308834623897,0.017545176888867805,0.0
solutions/interventions,ask a genuine question,Response_solutions/interventions,Comment_ask a genuine question,52,1.4464534075104312,0.008245146118244237,0.011926219698155782,792,222,962,0.05405405405405406,0.03381540373005767,-0.02023865032399639,0.013209668965316992,0.014559794453621358
solutions/interventions,ask a rhetorical question,Response_solutions/interventions,Comment_ask a rhetorical question,57,1.5855354659248957,0.0204022445793936,0.03234848236510251,792,413,1148,0.04965156794425087,0.07365845762011035,0.024006889675859476,0.012300645838718151,0.015685969424409328
solutions/interventions,provide a fact or claim,Response_solutions/interventions,Comment_provide a fact or claim,599,16.66203059805285,0.011722607152010586,0.19532243905575358,792,2345,2538,0.2360126083530339,0.1771480120573215,-0.05886459629571239,0.01648736242709293,0.016858179367701048
solutions/interventions,provide an observation,Response_solutions/interventions,Comment_provide an observation,253,7.0375521557719045,0.015402757732363439,0.10839771088422669,792,1475,2014,0.1256206554121152,0.11992734267280127,-0.0056933127393139354,0.011701307840807654,0.01824052386366577
solutions/interventions,express their opinion,Response_solutions/interventions,Comment_express their opinion,541,15.048678720445064,0.015780677329065514,0.23747834311611807,792,2937,3188,0.16969887076537013,0.15806579340060115,-0.011633077364768984,0.006639666125334001,0.018283575472840298
solutions/interventions,express others opinions,Response_solutions/interventions,Comment_express others opinions,85,2.364394993045897,0.011445944140194146,0.027062733015758064,792,433,1140,0.07456140350877193,0.06005404878623854,-0.014507354722533387,0.013056573381282565,0.0172315920579477
solutions/interventions,money aid allocation,Response_solutions/interventions,Critique_money aid allocation,192,5.340751043115438,0.012041345252753638,0.06430982721915712,792,608,1208,0.15894039735099338,0.12542397049475934,-0.033516426856234044,0.013153273906590962,0.019781458092234507
solutions/interventions,government critique,Response_solutions/interventions,Critique_government critique,195,5.4242002781641165,0.012788230197175097,0.06936592179274391,792,1180,1777,0.10973550928531232,0.08582471624647295,-0.023910793038839376,0.012914904093859517,0.01913897645687601
solutions/interventions,societal critique,Response_solutions/interventions,Critique_societal critique,207,5.757997218358832,0.013409741247659064,0.07721325280293259,792,1721,2306,0.08976582827406765,0.07391700671259432,-0.015848821561473325,0.01269758323797923,0.01806423532359352
solutions/interventions,personal interaction,Response_solutions/interventions,Perception_personal interaction,100,2.781641168289291,0.01846140518446374,0.05135300468557369,792,712,1404,0.07122507122507123,0.0858792032909298,0.014654132065858569,0.012077690916238297,0.018452679857171337
solutions/interventions,media portrayal,Response_solutions/interventions,Perception_media portrayal,79,2.1974965229485397,0.013718015020805635,0.030145290309976223,792,348,1061,0.07445805843543826,0.06725484953630899,-0.007203208899129274,0.012791275520111686,0.02196944028683534
solutions/interventions,not in my backyard,Response_solutions/interventions,Perception_not in my backyard,48,1.3351877607788596,0.01179941651949347,0.01575443652115957,792,263,1007,0.047666335650446874,0.04088310470894905,-0.006783230941497825,0.012953670214445686,0.01697464054699277
solutions/interventions,harmful generalization,Response_solutions/interventions,Perception_harmful generalization,96,2.670375521557719,0.01858739544970565,0.0496353258184073,792,1414,2110,0.04549763033175355,0.051366428523028446,0.005868798191274893,0.012097000961654503,0.01861497884615398
solutions/interventions,deserving/undeserving,Response_solutions/interventions,Perception_deserving/undeserving,119,3.3101529902642564,0.01721436046177134,0.05698216675801919,792,649,1322,0.09001512859304085,0.10416896598504109,0.01415383739200024,0.012117969892321672,0.01785159789193364
solutions/interventions,racist,Response_solutions/interventions,Racist_Flag,0,0.0,0.0,0.0,792,6,798,0.0,0.0,0.0,0.012883715445054641,0.0
personal interaction,ask a genuine question,Perception_personal interaction,Comment_ask a genuine question,45,1.2517385257301807,0.014729821068954983,0.018437884509123065,712,222,889,0.05061867266591676,0.0430969560977691,-0.0075217165681476655,0.018705155386705034,0.012661416424640436
personal interaction,ask a rhetorical question,Perception_personal interaction,Comment_ask a rhetorical question,24,0.6675938803894298,0.006888831744587241,0.004598941915718881,712,413,1101,0.021798365122615803,0.008383563871491204,-0.013414801251124599,0.018857338123786534,0.01691979715744232
personal interaction,provide a fact or claim,Perception_personal interaction,Comment_provide a fact or claim,318,8.845618915159944,0.016244087559640907,0.14368900817707395,712,2345,2739,0.11610076670317634,0.11626479852231449,0.00016403181913814124,0.020237463825049297,0.015436903313317497
personal interaction,provide an observation,Perception_personal interaction,Comment_provide an observation,555,15.438108484005564,0.01966344234174917,0.3035663560409121,712,1475,1632,0.3400735294117647,0.38409499965185867,0.04402147024009395,0.01417815344818115,0.01660174713914862
personal interaction,express their opinion,Perception_personal interaction,Comment_express their opinion,614,17.079276773296247,0.019712954546587856,0.3366830067205826,712,2937,3035,0.20230642504118615,0.22674603818808406,0.02443961314689791,0.010565576524798864,0.017322875237341735
personal interaction,express others opinions,Perception_personal interaction,Comment_express others opinions,101,2.8094575799721837,0.016959252151240823,0.04764629950696309,712,433,1044,0.09674329501915709,0.0931128264274321,-0.0036304685917249863,0.018700975652634875,0.015833177171105356
personal interaction,money aid allocation,Perception_personal interaction,Critique_money aid allocation,46,1.2795549374130737,0.01923540497800761,0.024612757412749653,712,608,1274,0.03610675039246468,0.03881614248258227,0.002709392090117592,0.01839992787094126,0.017181843818345026
personal interaction,government critique,Perception_personal interaction,Critique_government critique,128,3.5605006954102922,0.01838845272199014,0.06547209870416518,712,1180,1764,0.07256235827664399,0.0732538010728675,0.0006914427962235042,0.018468251100377555,0.018053112880282583
personal interaction,societal critique,Perception_personal interaction,Critique_societal critique,284,7.899860917941585,0.018687910806448164,0.14763189621783807,712,1721,2149,0.1321544904606794,0.13982619580425504,0.007671705343575641,0.01829863065888774,0.017270495510894046
personal interaction,solutions/interventions,Perception_personal interaction,Response_solutions/interventions,100,2.781641168289291,0.01846140518446374,0.05135300468557369,712,792,1404,0.07122507122507123,0.0858792032909298,0.014654132065858569,0.018452679857171337,0.012077690916238297
personal interaction,media portrayal,Perception_personal interaction,Perception_media portrayal,51,1.4186369958275382,0.019321814379173147,0.027410640704807525,712,348,1009,0.05054509415262636,0.051464907999082224,0.0009198138464558622,0.018386941085775193,0.020229259563853606
personal interaction,not in my backyard,Perception_personal interaction,Perception_not in my backyard,22,0.611961057023644,0.024143393693191354,0.014774816724623361,712,263,953,0.023084994753410283,0.03157134430476351,0.008486349551353224,0.018272501347514524,0.015289481532319177
personal interaction,harmful generalization,Perception_personal interaction,Perception_harmful generalization,201,5.591098748261474,0.020655496588880468,0.11548692112280873,712,1414,1925,0.10441558441558442,0.11759226418329016,0.013176679767705743,0.017587917371174672,0.018274672108852193
personal interaction,deserving/undeserving,Perception_personal interaction,Perception_deserving/undeserving,94,2.6147426981919333,0.015690908674285277,0.041027688884083896,712,649,1267,0.07419100236779795,0.06364631743072353,-0.010544684937074417,0.018874166950893875,0.01808091957169874
personal interaction,racist,Perception_personal interaction,Racist_Flag,1,0.027816411682892908,0.0,0.0,712,6,717,0.001394700139470014,7.610820533104327e-10,-0.0013946993783879606,0.01847986018429709,0.0
media portrayal,ask a genuine question,Perception_media portrayal,Comment_ask a genuine question,13,0.3616133518776078,0.013101666266223229,0.004737737453710764,348,222,557,0.02333931777378815,0.017510029267299453,-0.005829288506488697,0.020367704365198358,0.013079382745470953
media portrayal,ask a rhetorical question,Perception_media portrayal,Comment_ask a rhetorical question,19,0.5285118219749653,0.018873294927928212,0.00997475948903021,348,413,742,0.025606469002695417,0.02679655062803231,0.0011900816253368925,0.020166899757360836,0.01621456967635665
media portrayal,provide a fact or claim,Perception_media portrayal,Comment_provide a fact or claim,262,7.287899860917942,0.018407964467801578,0.13415540168467352,348,2345,2431,0.10777457836281365,0.12485842553836951,0.01708384717555586,0.025239720153934168,0.015186431190348706
media portrayal,provide an observation,Perception_media portrayal,Comment_provide an observation,123,3.4214186369958273,0.02139252272604496,0.073192775947247,348,1475,1700,0.07235294117647059,0.08613298631134227,0.013780045134871674,0.019387654793328095,0.01742273489081656
media portrayal,express their opinion,Perception_media portrayal,Comment_express their opinion,273,7.5938803894297635,0.022923838657052182,0.1740808888282405,348,2937,3012,0.09063745019920319,0.11790122012337159,0.0272637699241684,0.009803928939028065,0.017299769262227684
media portrayal,express others opinions,Perception_media portrayal,Comment_express others opinions,68,1.8915159944367175,0.018109394689825996,0.034254209705373226,348,433,713,0.09537166900420757,0.0967233027250851,0.0013516337208775292,0.020578799231764946,0.015720713559381188
media portrayal,money aid allocation,Perception_media portrayal,Critique_money aid allocation,67,1.8636995827538245,0.023489556746339978,0.0437774771072261,348,608,889,0.07536557930258718,0.09860453587029243,0.02323895656770525,0.01928719687472446,0.01657527643788073
media portrayal,government critique,Perception_media portrayal,Critique_government critique,134,3.727399165507649,0.019053779230309032,0.07102104080282086,348,1180,1394,0.09612625538020086,0.09901562788417498,0.0028893725039741136,0.02074904769598571,0.01796595629217075
media portrayal,societal critique,Perception_media portrayal,Critique_societal critique,162,4.50625869262865,0.01918770567616526,0.0864647654948198,348,1721,1907,0.08495018353434715,0.091396450953694,0.006446267419346854,0.020887603786363333,0.017329480691884058
media portrayal,solutions/interventions,Perception_media portrayal,Response_solutions/interventions,79,2.1974965229485397,0.013718015020805635,0.030145290309976223,348,792,1061,0.07445805843543826,0.06725484953630899,-0.007203208899129274,0.02196944028683534,0.012791275520111686
media portrayal,personal interaction,Perception_media portrayal,Perception_personal interaction,51,1.4186369958275382,0.019321814379173147,0.027410640704807525,348,712,1009,0.05054509415262636,0.051464907999082224,0.0009198138464558622,0.020229259563853606,0.018386941085775193
media portrayal,not in my backyard,Perception_media portrayal,Perception_not in my backyard,2,0.055632823365785816,0.039081087425302176,0.0021741912336746693,348,263,609,0.003284072249589491,0.007021860145891248,0.0037377878963017574,0.019986533089455916,0.015853477148231904
media portrayal,harmful generalization,Perception_media portrayal,Perception_harmful generalization,83,2.308762169680111,0.024974113489570886,0.05765928844601901,348,1414,1679,0.049434187016081,0.06635335422200234,0.016919167205921334,0.018568495110067803,0.018216439265791366
media portrayal,deserving/undeserving,Perception_media portrayal,Perception_deserving/undeserving,12,0.3337969401947149,0.0130125627814705,0.004343553640546481,348,649,985,0.012182741116751269,0.008510874926610203,-0.0036718661901410654,0.02034926151912115,0.017823712753999958
media portrayal,racist,Perception_media portrayal,Racist_Flag,0,0.0,0.0,0.0,348,6,354,0.0,0.0,0.0,0.020096271907478022,0.0
not in my backyard,ask a genuine question,Perception_not in my backyard,Comment_ask a genuine question,12,0.3337969401947149,0.008246623198087182,0.0027526975904602555,263,222,473,0.02536997885835095,0.014095046768999368,-0.011274932089351583,0.01640223200064576,0.013356919889939452
not in my backyard,ask a rhetorical question,Perception_not in my backyard,Comment_ask a rhetorical question,48,1.3351877607788596,0.016805881618308965,0.022439007445864544,263,413,628,0.07643312101910828,0.07942623823488339,0.0029931172157751096,0.015856918106326983,0.016275207502565277
not in my backyard,provide a fact or claim,Perception_not in my backyard,Comment_provide a fact or claim,132,3.671766342141863,0.014937847044831469,0.05484828400327548,263,2345,2476,0.05331179321486268,0.050950341106260746,-0.002361452108601933,0.017130716798636474,0.015582660212445826
not in my backyard,provide an observation,Perception_not in my backyard,Comment_provide an observation,129,3.588317107093185,0.01911822408330717,0.06860225053537204,263,1475,1609,0.08017402113113735,0.08828063475959462,0.008106613628457271,0.01305722987904856,0.017623006657459805
not in my backyard,express their opinion,Perception_not in my backyard,Comment_express their opinion,254,7.065368567454798,0.016549943145395964,0.11693144809264464,263,2937,2946,0.08621860149355058,0.08028885406222691,-0.00592974743132367,0.0013593501787285476,0.01794301442751368
not in my backyard,express others opinions,Perception_not in my backyard,Comment_express others opinions,29,0.8066759388038943,0.018360266715620226,0.01481078538951284,263,433,667,0.043478260869565216,0.04998114405740041,0.006502883187835193,0.015741333229855322,0.015933295924082463
not in my backyard,money aid allocation,Perception_not in my backyard,Critique_money aid allocation,20,0.5563282336578581,0.01974862645217766,0.01098671847130885,263,608,851,0.023501762632197415,0.02750127169213632,0.003999509059938906,0.015724062475290443,0.017255191030365137
not in my backyard,government critique,Perception_not in my backyard,Critique_government critique,70,1.9471488178025034,0.01501461325619954,0.02923568645157073,263,1180,1373,0.05098324836125273,0.042880533596586376,-0.008102714764666355,0.01639842892541536,0.01828339979327752
not in my backyard,societal critique,Perception_not in my backyard,Critique_societal critique,215,5.980528511821975,0.016381799203863266,0.09797181721364678,263,1721,1769,0.1215375918598078,0.11428333828647544,-0.007254253573332356,0.014454851702261037,0.017664662609133745
not in my backyard,solutions/interventions,Perception_not in my backyard,Response_solutions/interventions,48,1.3351877607788596,0.01179941651949347,0.01575443652115957,263,792,1007,0.047666335650446874,0.04088310470894905,-0.006783230941497825,0.01697464054699277,0.012953670214445686
not in my backyard,personal interaction,Perception_not in my backyard,Perception_personal interaction,22,0.611961057023644,0.024143393693191354,0.014774816724623361,263,712,953,0.023084994753410283,0.03157134430476351,0.008486349551353224,0.015289481532319177,0.018272501347514524
not in my backyard,media portrayal,Perception_not in my backyard,Perception_media portrayal,2,0.055632823365785816,0.039081087425302176,0.0021741912336746693,263,348,609,0.003284072249589491,0.007021860145891248,0.0037377878963017574,0.015853477148231904,0.019986533089455916
not in my backyard,harmful generalization,Perception_not in my backyard,Perception_harmful generalization,170,4.728789986091794,0.017801075139228777,0.08417754586005263,263,1414,1507,0.11280690112806901,0.11000833278131832,-0.002798568346750699,0.012792870288927304,0.018724075007020738
not in my backyard,deserving/undeserving,Perception_not in my backyard,Perception_deserving/undeserving,68,1.8915159944367175,0.017496338717843857,0.03309460452888407,263,649,844,0.08056872037914692,0.08184844664115842,0.0012797262620115046,0.015518813731926918,0.01776265876912605
not in my backyard,racist,Perception_not in my backyard,Racist_Flag,0,0.0,0.0,0.0,263,6,269,0.0,0.0,0.0,0.0160301129678294,0.0
harmful generalization,ask a genuine question,Perception_harmful generalization,Comment_ask a genuine question,55,1.52990264255911,0.016143159354425313,0.0246974621555881,1414,222,1581,0.03478810879190386,0.031334911898411234,-0.0034531968934926258,0.018713067194929576,0.01207208916629305
harmful generalization,ask a rhetorical question,Perception_harmful generalization,Comment_ask a rhetorical question,198,5.507649513212796,0.015116514649938156,0.08325646455320598,1414,413,1629,0.12154696132596685,0.09952684246198334,-0.0220201188639835,0.0191824524520682,0.01746075886245303
harmful generalization,provide a fact or claim,Perception_harmful generalization,Comment_provide a fact or claim,825,22.94853963838665,0.018195459673482565,0.41755922755558045,1414,2345,2934,0.28118609406952966,0.3142803044961092,0.03309421042657956,0.019198094824753088,0.014108531993050821
harmful generalization,provide an observation,Perception_harmful generalization,Comment_provide an observation,730,20.30598052851182,0.01918355538054406,0.38954090202495584,1414,1475,2159,0.3381194997684113,0.36372355101108944,0.025604051242678116,0.018004293354686434,0.016352781798510543
harmful generalization,express their opinion,Perception_harmful generalization,Comment_express their opinion,1361,37.85813630041724,0.018953883766867696,0.717558715068343,1414,2937,2990,0.4551839464882943,0.48794136150466844,0.032757415016374136,0.009862193881051935,0.016845531384037344
harmful generalization,express others opinions,Perception_harmful generalization,Comment_express others opinions,170,4.728789986091794,0.015264918164976236,0.07218459215705035,1414,433,1677,0.10137149672033392,0.0845470612264415,-0.016824435493892426,0.01907065594401666,0.016632939924092555
harmful generalization,money aid allocation,Perception_harmful generalization,Critique_money aid allocation,147,4.089012517385257,0.02401889037546314,0.09821354339897305,1414,608,1875,0.0784,0.10593649058764003,0.02753649058764003,0.01798591570419069,0.015206611647950482
harmful generalization,government critique,Perception_harmful generalization,Critique_government critique,418,11.627260083449235,0.0214692606929574,0.24962867787638923,1414,1180,2176,0.19209558823529413,0.23194785396664652,0.03985226573135239,0.017414438868219372,0.01623549308243546
harmful generalization,societal critique,Perception_harmful generalization,Critique_societal critique,1032,28.70653685674548,0.018099132456884975,0.5195634129486869,1414,1721,2103,0.49072753209700426,0.4945838827499345,0.0038563506529302183,0.020001642374076953,0.016613590744093944
harmful generalization,solutions/interventions,Perception_harmful generalization,Response_solutions/interventions,96,2.670375521557719,0.01858739544970565,0.0496353258184073,1414,792,2110,0.04549763033175355,0.051366428523028446,0.005868798191274893,0.01861497884615398,0.012097000961654503
harmful generalization,personal interaction,Perception_harmful generalization,Perception_personal interaction,201,5.591098748261474,0.020655496588880468,0.11548692112280873,1414,712,1925,0.10441558441558442,0.11759226418329016,0.013176679767705743,0.018274672108852193,0.017587917371174672
harmful generalization,media portrayal,Perception_harmful generalization,Perception_media portrayal,83,2.308762169680111,0.024974113489570886,0.05765928844601901,1414,348,1679,0.049434187016081,0.06635335422200234,0.016919167205921334,0.018216439265791366,0.018568495110067803
harmful generalization,not in my backyard,Perception_harmful generalization,Perception_not in my backyard,170,4.728789986091794,0.017801075139228777,0.08417754586005263,1414,263,1507,0.11280690112806901,0.11000833278131832,-0.002798568346750699,0.018724075007020738,0.012792870288927304
harmful generalization,deserving/undeserving,Perception_harmful generalization,Perception_deserving/undeserving,412,11.460361613351877,0.018679925548301803,0.21407870169402898,1414,649,1651,0.24954572986069049,0.25540823822036796,0.005862508359677471,0.018585631493515314,0.01609167279230074
harmful generalization,racist,Perception_harmful generalization,Racist_Flag,6,0.16689847009735745,0.0,0.0,1414,6,1414,0.004243281471004243,2.2797265320952704e-09,-0.0042432791912777115,0.018692423353979182,0.0
deserving/undeserving,ask a genuine question,Perception_deserving/undeserving,Comment_ask a genuine question,54,1.502086230876217,0.012917619995664122,0.019403379131178376,649,222,817,0.06609547123623011,0.050855976298268976,-0.015239494937961132,0.01817193999648698,0.01313310223510993
deserving/undeserving,ask a rhetorical question,Perception_deserving/undeserving,Comment_ask a rhetorical question,102,2.8372739916550764,0.017950306619238195,0.050929938112998493,649,413,960,0.10625,0.11146504379172235,0.005215043791722357,0.01769456033366238,0.01580772276833717
deserving/undeserving,provide a fact or claim,Perception_deserving/undeserving,Comment_provide a fact or claim,462,12.851182197496522,0.019022082750559822,0.24445625120330006,649,2345,2532,0.18246445497630331,0.22431540392341132,0.041850948947108,0.014554297042336796,0.01469358503945923
deserving/undeserving,provide an observation,Perception_deserving/undeserving,Comment_provide an observation,256,7.1210013908205845,0.015715096510569862,0.1119072241086477,649,1475,1868,0.13704496788008566,0.11947234531027652,-0.01757262256980914,0.01905035895921052,0.01818191399588321
deserving/undeserving,express their opinion,Perception_deserving/undeserving,Comment_express their opinion,619,17.21835883171071,0.018211036062450812,0.31356415362050216,649,2937,2967,0.2086282440175261,0.21438186741592163,0.005753623398395524,0.007907481833952245,0.01771879290133423
deserving/undeserving,express others opinions,Perception_deserving/undeserving,Comment_express others opinions,117,3.2545201668984705,0.015657608400140244,0.05095800230365532,649,433,965,0.12124352331606218,0.11004352950760687,-0.011199993808455308,0.01819157066702859,0.016258098434385738
deserving/undeserving,money aid allocation,Perception_deserving/undeserving,Critique_money aid allocation,128,3.5605006954102922,0.022185797604918872,0.07899254780054564,649,608,1129,0.1133746678476528,0.14781985000791137,0.034445182160258575,0.016641216284541273,0.016044255753059664
deserving/undeserving,government critique,Perception_deserving/undeserving,Critique_government critique,199,5.535465924895688,0.019902083274501107,0.11016730380043728,649,1180,1630,0.12208588957055215,0.13706602660079387,0.014980137030241716,0.016776313791221995,0.017721796255704685
deserving/undeserving,societal critique,Perception_deserving/undeserving,Critique_societal critique,455,12.656467315716272,0.018397450915006386,0.23284673619827273,649,1721,1915,0.23759791122715404,0.2516479880925755,0.014050076865421451,0.016180492841998517,0.0171834348750854
deserving/undeserving,solutions/interventions,Perception_deserving/undeserving,Response_solutions/interventions,119,3.3101529902642564,0.01721436046177134,0.05698216675801919,649,792,1322,0.09001512859304085,0.10416896598504109,0.01415383739200024,0.01785159789193364,0.012117969892321672
deserving/undeserving,personal interaction,Perception_deserving/undeserving,Perception_personal interaction,94,2.6147426981919333,0.015690908674285277,0.041027688884083896,649,712,1267,0.07419100236779795,0.06364631743072353,-0.010544684937074417,0.01808091957169874,0.018874166950893875
deserving/undeserving,media portrayal,Perception_deserving/undeserving,Perception_media portrayal,12,0.3337969401947149,0.0130125627814705,0.004343553640546481,649,348,985,0.012182741116751269,0.008510874926610203,-0.0036718661901410654,0.017823712753999958,0.02034926151912115
deserving/undeserving,not in my backyard,Perception_deserving/undeserving,Perception_not in my backyard,68,1.8915159944367175,0.017496338717843857,0.03309460452888407,649,263,844,0.08056872037914692,0.08184844664115842,0.0012797262620115046,0.01776265876912605,0.015518813731926918
deserving/undeserving,harmful generalization,Perception_deserving/undeserving,Perception_harmful generalization,412,11.460361613351877,0.018679925548301803,0.21407870169402898,649,1414,1651,0.24954572986069049,0.25540823822036796,0.005862508359677471,0.01609167279230074,0.018585631493515314
deserving/undeserving,racist,Perception_deserving/undeserving,Racist_Flag,2,0.055632823365785816,0.0,0.0,649,6,653,0.0030627871362940277,1.7376402484556692e-09,-0.0030627853986537794,0.017789576163331714,0.0
racist,ask a genuine question,Racist_Flag,Comment_ask a genuine question,0,0.0,0.0,0.0,6,222,228,0.0,0.0,0.0,0.0,0.013080687636325817
racist,ask a rhetorical question,Racist_Flag,Comment_ask a rhetorical question,0,0.0,0.0,0.0,6,413,419,0.0,0.0,0.0,0.0,0.01633688391311176
racist,provide a fact or claim,Racist_Flag,Comment_provide a fact or claim,5,0.13908205841446453,0.0,0.0,6,2345,2346,0.002131287297527707,1.3715070816955467e-09,-0.0021312859260206253,0.0,0.015579582418829216
racist,provide an observation,Racist_Flag,Comment_provide an observation,2,0.055632823365785816,0.0,0.0,6,1475,1479,0.001352265043948614,7.637426129932791e-10,-0.001352264280206001,0.0,0.017777880426128663
racist,express their opinion,Racist_Flag,Comment_express their opinion,6,0.16689847009735745,0.0,0.0,6,2937,2937,0.0020429009193054137,1.1462451676452952e-09,-0.002042899773060246,0.0,0.017859021926970243
racist,express others opinions,Racist_Flag,Comment_express others opinions,1,0.027816411682892908,0.0,0.0,6,433,438,0.00228310502283105,1.434822402891648e-09,-0.0022831035880086473,0.0,0.01613310020389422
racist,money aid allocation,Racist_Flag,Critique_money aid allocation,0,0.0,0.0,0.0,6,608,614,0.0,0.0,0.0,0.0,0.017337211932398445
racist,government critique,Racist_Flag,Critique_government critique,2,0.055632823365785816,0.0,0.0,6,1180,1184,0.0016891891891891893,9.369608724882792e-10,-0.001689188252228317,0.0,0.018120200932488978
racist,societal critique,Racist_Flag,Critique_societal critique,4,0.11126564673157163,0.0,0.0,6,1721,1723,0.0023215322112594312,1.3277970416017552e-09,-0.0023215308834623897,0.0,0.017545176888867805
racist,solutions/interventions,Racist_Flag,Response_solutions/interventions,0,0.0,0.0,0.0,6,792,798,0.0,0.0,0.0,0.0,0.012883715445054641
racist,personal interaction,Racist_Flag,Perception_personal interaction,1,0.027816411682892908,0.0,0.0,6,712,717,0.001394700139470014,7.610820533104327e-10,-0.0013946993783879606,0.0,0.01847986018429709
racist,media portrayal,Racist_Flag,Perception_media portrayal,0,0.0,0.0,0.0,6,348,354,0.0,0.0,0.0,0.0,0.020096271907478022
racist,not in my backyard,Racist_Flag,Perception_not in my backyard,0,0.0,0.0,0.0,6,263,269,0.0,0.0,0.0,0.0,0.0160301129678294
racist,harmful generalization,Racist_Flag,Perception_harmful generalization,6,0.16689847009735745,0.0,0.0,6,1414,1414,0.004243281471004243,2.2797265320952704e-09,-0.0042432791912777115,0.0,0.018692423353979182
racist,deserving/undeserving,Racist_Flag,Perception_deserving/undeserving,2,0.055632823365785816,0.0,0.0,6,649,653,0.0030627871362940277,1.7376402484556692e-09,-0.0030627853986537794,0.0,0.017789576163331714
